zipcode,city,state, outbound , inbound , netgain ,pct_inbound
48203,HIGHLAND PARK,MI," 6,415 "," 5,820 ", (595),47.6%
48204,DETROIT,MI," 8,537 "," 7,989 ", (548),48.3%
48205,DETROIT,MI," 12,875 "," 12,331 ", (544),48.9%
48206,DETROIT,MI," 5,907 "," 5,336 ", (571),47.5%
48207,DETROIT,MI," 9,889 "," 8,539 "," (1,350)",46.3%
48208,DETROIT,MI," 3,264 "," 2,912 ", (352),47.2%
48209,DETROIT,MI," 5,880 "," 4,580 "," (1,300)",43.8%
48210,DETROIT,MI," 5,507 "," 4,490 "," (1,017)",44.9%
48211,DETROIT,MI," 1,233 "," 1,017 ", (216),45.2%
48211,HAMTRAMCK,MI, 111 , 100 , (11),47.4%
48212,DETROIT,MI," 1,907 "," 1,495 ", (412),43.9%
48212,HAMTRAMCK,MI," 8,848 "," 6,694 "," (2,154)",43.1%
48213,DETROIT,MI," 6,742 "," 6,461 ", (281),48.9%
48214,DETROIT,MI," 7,577 "," 7,120 ", (457),48.4%
48215,CENTERLINE,MI, 43 , 40 , (3),48.2%
48215,DETROIT,MI," 3,887 "," 3,525 ", (362),47.6%
48215,GROSSE POINTE,MI, 63 , 74 , 11 ,54.0%
48216,DETROIT,MI," 2,089 "," 1,964 ", (125),48.5%
48217,DETROIT,MI," 2,071 "," 1,894 ", (177),47.8%
48217,DEYRPIT,MI, 58 , 53 , (5),47.7%
48218,DETROIT,MI, 108 , 111 , 3 ,50.7%
48218,RIVER ROUGE,MI," 2,601 "," 2,269 ", (332),46.6%
48219,DETROIT,MI," 16,729 "," 15,635 "," (1,094)",48.3%
48220,FERNDALE,MI," 11,103 "," 9,774 "," (1,329)",46.8%
48221,DETROIT,MI," 12,046 "," 12,107 ", 61 ,50.1%
48223,DETROIT,MI," 8,037 "," 7,727 ", (310),49.0%
48224,DETROIT,MI," 15,059 "," 14,176 ", (883),48.5%
48225,HARPER WOODS,MI," 6,058 "," 5,344 ", (714),46.9%
48226,DETROIT,MI," 6,223 "," 4,731 "," (1,492)",43.2%
48227,DETROIT,MI," 14,603 "," 14,075 ", (528),49.1%
48228,DETROIT,MI," 19,851 "," 17,788 "," (2,063)",47.3%
48229,ECORSE,MI," 3,032 "," 2,967 ", (65),49.5%
48230,GROSSE POINTE,MI," 1,793 "," 1,850 ", 57 ,50.8%
48230,GROSSE POINTE FARMS,MI, 165 , 157 , (8),48.8%
48230,GROSSE POINTE PARK,MI," 3,327 "," 3,363 ", 36 ,50.3%
48232,DETROIT,MI, 49 , 330 , 281 ,87.1%
48234,DETROIT,MI," 11,061 "," 10,816 ", (245),49.4%
48234,WARREN,MI, 180 , 185 , 5 ,50.7%
48235,DETROIT,MI," 15,681 "," 14,833 ", (848),48.6%
48236,DETROIT,MI, 183 , 148 , (35),44.7%
48236,GROSSE POINTE,MI," 1,303 "," 1,427 ", 124 ,52.3%
48236,GROSSE POINTE FARMS,MI," 3,011 "," 3,728 ", 717 ,55.3%
48236,GROSSE POINTE SHORES,MI, 652 , 766 , 114 ,54.0%
48236,GROSSE POINTE WOODS,MI," 3,071 "," 3,367 ", 296 ,52.3%
48237,OAK PARK,MI," 11,487 "," 10,794 ", (693),48.4%
48238,DETROIT,MI," 10,381 "," 9,389 ", (992),47.5%
48239,DETROIT,MI, 249 , 216 , (33),46.5%
48239,REDFORD,MI," 10,641 "," 10,241 ", (400),49.0%
48240,REDFORD,MI," 6,541 "," 6,301 ", (240),49.1%
48243,DETROIT,MI, 49 , 29 , (20),37.2%
48244,DETROIT,MI, 49 , 631 , 582 ,92.8%
48301,BLOOMFIELD,MI, 80 , 120 , 40 ,60.0%
48301,BLOOMFIELD HILLS,MI," 3,841 "," 4,208 ", 367 ,52.3%
48301,BLOOMFIELD TOWNSHIP,MI, 359 , 488 , 129 ,57.6%
48302,BLOOMFIELD,MI, 230 , 266 , 36 ,53.6%
48302,BLOOMFIELD HILLS,MI," 5,391 "," 5,598 ", 207 ,50.9%
48302,BLOOMFIELD TOWNSHIP,MI, 893 ," 1,127 ", 234 ,55.8%
48303,BLOOMFIELD HILLS,MI, 351 , 217 , (134),38.2%
48304,BLOOMFIELD HILLS,MI," 6,070 "," 5,975 ", (95),49.6%
48304,BLOOMFIELD TOWNSHIP,MI, 580 , 568 , (12),49.5%
48306,OAKLAND TOWNSHIP,MI," 1,086 "," 1,186 ", 100 ,52.2%
48306,ROCHESTER,MI," 2,902 "," 3,009 ", 107 ,50.9%
48306,ROCHESTER HILLS,MI," 3,113 "," 3,559 ", 446 ,53.3%
48307,ROCHESTER,MI," 8,546 "," 7,373 "," (1,173)",46.3%
48307,ROCHESTER HILLS,MI," 11,197 "," 10,064 "," (1,133)",47.3%
48308,ROCHESTER,MI, 379 , 514 , 135 ,57.6%
48308,ROCHESTER HILLS,MI, 11 , 16 , 5 ,59.3%
48309,ROCHESTER,MI, 212 , 233 , 21 ,52.4%
48309,ROCHESTER HILLS,MI," 9,267 "," 8,905 ", (362),49.0%
48310,STERLING HEIGHTS,MI," 12,621 "," 11,010 "," (1,611)",46.6%
48310,STERLING HTS,MI, 729 , 655 , (74),47.3%
48311,STERLING HEIGHTS,MI, 998 , 577 , (421),36.6%
48312,STERLING HEIGHTS,MI," 12,032 "," 10,730 "," (1,302)",47.1%
48313,STERLING HEIGHTS,MI," 10,761 "," 9,032 "," (1,729)",45.6%
48313,STERLING HTS,MI, 826 , 722 , (104),46.6%
48314,STERLING HEIGHTS,MI," 6,754 "," 6,440 ", (314),48.8%
48314,STERLING HTS,MI, 574 , 470 , (104),45.0%
48315,SHELBY TOWNSHIP,MI," 4,943 "," 5,261 ", 318 ,51.6%
48315,SHELBY TWP,MI," 3,010 "," 3,547 ", 537 ,54.1%
48315,UTICA,MI, 677 , 518 , (159),43.3%
48316,SHELBY TOWNSHIP,MI," 5,967 "," 6,223 ", 256 ,51.1%
48316,SHELBY TWP,MI," 2,571 "," 2,699 ", 128 ,51.2%
48316,UTICA,MI, 412 , 388 , (24),48.5%
48317,SHELBY TOWNSHIP,MI," 9,423 "," 8,115 "," (1,308)",46.3%
48317,SHELBY TWP,MI, 929 , 872 , (57),48.4%
48317,STERLING HEIGHTS,MI, 280 , 239 , (41),46.1%
48317,UTICA,MI," 1,427 "," 1,250 ", (177),46.7%
48318,SHELBY TOWNSHIP,MI, 12 , 28 , 16 ,70.0%
48318,SHELBY TWP,MI, 647 , 403 , (244),38.4%
48318,UTICA,MI, 530 , 455 , (75),46.2%
48320,KEEGO HARBOR,MI," 1,928 "," 1,778 ", (150),48.0%
48320,SYLVAN LAKE,MI, 373 , 313 , (60),45.6%
48321,AUBURN HILLS,MI, 255 , 571 , 316 ,69.1%
48322,WEST BLOOMFIELD,MI," 12,244 "," 11,719 ", (525),48.9%
48323,ORCHARD LAKE,MI, 284 , 226 , (58),44.3%
48323,W BLOOMFIELD,MI, 464 , 591 , 127 ,56.0%
48323,WEST BLOOMFIELD,MI," 4,425 "," 4,687 ", 262 ,51.4%
48324,ORCHARD LAKE,MI, 605 , 569 , (36),48.5%
48324,W BLOOMFIELD,MI, 487 , 349 , (138),41.7%
48324,WEST BLOOMFIELD,MI," 3,967 "," 4,124 ", 157 ,51.0%
48325,W BLOOMFIELD,MI, 17 , 86 , 69 ,83.5%
48325,WEST BLOOMFIELD,MI, 318 , 790 , 472 ,71.3%
48326,AUBURN HILLS,MI," 14,805 "," 12,423 "," (2,382)",45.6%
48327,WATERFORD,MI," 8,783 "," 8,136 ", (647),48.1%
48328,WATERFORD,MI," 11,516 "," 9,000 "," (2,516)",43.9%
48329,WATERFORD,MI," 7,912 "," 7,283 ", (629),47.9%
48330,DRAYTON PLAINS,MI, 14 , 51 , 37 ,78.5%
48330,WATERFORD,MI, -   , 61 , 61 ,100.0%
48331,FARMINGTON HILLS,MI," 7,816 "," 7,458 ", (358),48.8%
48331,FARMINGTON HLS,MI, 954 , 960 , 6 ,50.2%
48332,FARMINGTN HLS,MI, 12 , 22 , 10 ,64.7%
48332,FARMINGTON,MI, 88 , 167 , 79 ,65.5%
48332,FARMINGTON HILLS,MI, -   , 13 , 13 ,100.0%
48333,FARMINGTON,MI, 51 , 154 , 103 ,75.1%
48333,FARMINGTON HILLS,MI, 201 , 603 , 402 ,75.0%
48333,FARMINGTON HLS,MI, -   , 12 , 12 ,100.0%
48334,FARMINGTON,MI, 362 , 320 , (42),46.9%
48334,FARMINGTON HILLS,MI," 7,678 "," 6,905 ", (773),47.3%
48334,FARMINGTON HLS,MI, 220 , 179 , (41),44.9%
48335,FARMINGTON,MI," 2,888 "," 2,329 ", (559),44.6%
48335,FARMINGTON HILLS,MI," 12,330 "," 10,369 "," (1,961)",45.7%
48336,FARMINGTON,MI," 3,080 "," 2,674 ", (406),46.5%
48336,FARMINGTON HILLS,MI," 5,539 "," 4,790 ", (749),46.4%
48336,FARMINGTON HLS,MI, 985 , 852 , (133),46.4%
48340,PONTIAC,MI," 12,862 "," 8,866 "," (3,996)",40.8%
48341,PONTIAC,MI," 6,452 "," 5,734 ", (718),47.1%
48342,PONTIAC,MI," 8,397 "," 6,323 "," (2,074)",43.0%
48343,PONTIAC,MI, 471 ," 1,112 ", 641 ,70.2%
48346,CLARKSTON,MI," 8,940 "," 8,537 ", (403),48.8%
48347,CLARKSTON,MI, 184 , 319 , 135 ,63.4%
48348,CLARKSTON,MI," 6,892 "," 7,189 ", 297 ,51.1%
48350,DAVISBURG,MI," 1,980 "," 2,129 ", 149 ,51.8%
48350,SPRINGFIELD TOWNSHIP,MI, 134 , 144 , 10 ,51.8%
48350,SPRINGFLD TWP,MI, 41 , 47 , 6 ,53.4%
48353,HARTLAND,MI," 2,265 "," 2,181 ", (84),49.1%
48356,HIGHLAND,MI," 2,341 "," 2,343 ", 2 ,50.0%
48357,HIGHLAND,MI," 3,066 "," 3,064 ", (2),50.0%
48359,LAKE ORION,MI," 2,845 "," 3,070 ", 225 ,51.9%
48359,ORION,MI, 890 , 965 , 75 ,52.0%
48360,LAKE ORION,MI," 3,616 "," 3,902 ", 286 ,51.9%
48360,ORION,MI, 68 , 71 , 3 ,51.1%
48361,LAKE ORION,MI, 39 , 37 , (2),48.7%
48362,LAKE ORION,MI," 5,396 "," 4,990 ", (406),48.0%
48363,OAKLAND,MI," 1,417 "," 1,859 ", 442 ,56.7%
48367,ADDISON TOWNSHIP,MI, 74 , 76 , 2 ,50.7%
48367,ADDISON TWP,MI, 45 , 25 , (20),35.7%
48367,LAKEVILLE,MI, 119 , 151 , 32 ,55.9%
48367,LEONARD,MI, 888 , 949 , 61 ,51.7%
48370,OXFORD,MI, 442 , 306 , (136),40.9%
48371,OXFORD,MI," 9,640 "," 8,423 "," (1,217)",46.6%
48374,NOVI,MI," 4,613 "," 5,377 ", 764 ,53.8%
48375,NOVI,MI," 10,118 "," 9,321 ", (797),47.9%
48376,NOVI,MI," 1,053 ", 553 , (500),34.4%
48377,NOVI,MI," 12,305 "," 9,364 "," (2,941)",43.2%
48380,MILFORD,MI," 1,906 "," 2,205 ", 299 ,53.6%
48381,MILFORD,MI," 5,889 "," 5,203 ", (686),46.9%
48382,COMMERCE TOWNSHIP,MI," 5,988 "," 6,010 ", 22 ,50.1%
48382,COMMERCE TWP,MI, 139 , 100 , (39),41.8%
48383,WHITE LAKE,MI," 4,140 "," 4,276 ", 136 ,50.8%
48386,WHITE LAKE,MI," 5,404 "," 5,541 ", 137 ,50.6%
48387,UNION LAKE,MI, 166 , 110 , (56),39.9%
48390,COMMERCE TOWNSHIP,MI," 3,356 "," 3,041 ", (315),47.5%
48390,WALLED LAKE,MI," 6,727 "," 6,377 ", (350),48.7%
48390,WOLVERINE LAKE,MI, 214 , 248 , 34 ,53.7%
48393,WIXOM,MI," 7,996 "," 7,104 ", (892),47.0%
48401,APPLEGATE,MI, 423 , 302 , (121),41.7%
48412,ATTICA,MI," 1,802 "," 1,750 ", (52),49.3%
48413,BAD AXE,MI," 3,001 "," 2,718 ", (283),47.5%
48414,BANCROFT,MI, 761 , 723 , (38),48.7%
48415,BIRCH RUN,MI," 2,989 "," 2,678 ", (311),47.3%
48416,BROWN CITY,MI," 1,760 "," 1,551 ", (209),46.8%
48417,BURT,MI, 668 , 600 , (68),47.3%
48418,BYRON,MI," 1,382 "," 1,278 ", (104),48.0%
48419,CARSONVILLE,MI, 929 , 793 , (136),46.1%
48420,CLIO,MI," 8,344 "," 7,780 ", (564),48.3%
48421,COLUMBIAVILLE,MI," 2,109 "," 2,038 ", (71),49.1%
48422,CROSWELL,MI," 2,362 "," 2,196 ", (166),48.2%
48423,DAVISON,MI," 17,022 "," 14,576 "," (2,446)",46.1%
48426,DECKER,MI, 76 , -   , (76),0.0%
48427,DECKERVILLE,MI," 1,361 "," 1,074 ", (287),44.1%
48428,DRYDEN,MI," 1,452 "," 1,486 ", 34 ,50.6%
48429,DURAND,MI," 4,283 "," 3,684 ", (599),46.2%
48430,FENTON,MI," 17,087 "," 15,743 "," (1,344)",48.0%
48433,FLUSHING,MI," 9,174 "," 9,171 ", (3),50.0%
48435,FOSTORIA,MI, 532 , 509 , (23),48.9%
48436,GAINES,MI, 952 , 910 , (42),48.9%
48437,GENESEE,MI, 445 , 99 , (346),18.2%
48438,GOODRICH,MI," 2,056 "," 1,903 ", (153),48.1%
48439,GRAND BLANC,MI," 21,652 "," 20,433 "," (1,219)",48.6%
48440,HADLEY,MI, -   , 11 , 11 ,100.0%
48441,HARBOR BEACH,MI," 1,593 "," 1,379 ", (214),46.4%
48442,HOLLY,MI," 8,088 "," 8,322 ", 234 ,50.7%
48444,IMLAY CITY,MI," 3,461 "," 3,069 ", (392),47.0%
48445,KINDE,MI, 431 , 168 , (263),28.0%
48446,LAPEER,MI," 13,261 "," 11,315 "," (1,946)",46.0%
48449,LENNON,MI," 1,186 "," 1,156 ", (30),49.4%
48450,LEXINGTON,MI," 3,198 "," 2,743 ", (455),46.2%
48451,LINDEN,MI," 5,582 "," 5,299 ", (283),48.7%
48453,MARLETTE,MI," 2,262 "," 1,965 ", (297),46.5%
48454,MELVIN,MI, 168 , 160 , (8),48.8%
48455,METAMORA,MI," 2,481 "," 2,667 ", 186 ,51.8%
48456,MINDEN CITY,MI, 11 , -   , (11),0.0%
48457,MONTROSE,MI," 3,010 "," 2,687 ", (323),47.2%
48458,MOUNT MORRIS,MI," 10,703 "," 8,371 "," (2,332)",43.9%
48458,MT MORRIS,MI, 217 , 174 , (43),44.5%
48460,NEW LOTHROP,MI, 613 , 475 , (138),43.7%
48461,NORTH BRANCH,MI," 2,660 "," 2,500 ", (160),48.4%
48462,ORTONVILLE,MI," 3,898 "," 3,941 ", 43 ,50.3%
48463,OTISVILLE,MI," 1,522 "," 1,355 ", (167),47.1%
48464,OTTER LAKE,MI, 654 , 652 , (2),49.9%
48465,PALMS,MI, -   , 11 , 11 ,100.0%
48466,PECK,MI, 357 , 295 , (62),45.2%
48467,PORT AUSTIN,MI," 2,238 "," 1,675 ", (563),42.8%
48468,PORT HOPE,MI, 326 , 274 , (52),45.7%
48469,PORT SANILAC,MI, 805 , 634 , (171),44.1%
48470,RUTH,MI, -   , 25 , 25 ,100.0%
48471,PORT HURON,MI, 38 , 39 , 1 ,50.6%
48471,SANDUSKY,MI," 2,392 "," 2,360 ", (32),49.7%
48472,SNOVER,MI, 373 , 248 , (125),39.9%
48473,SWARTZ CREEK,MI," 8,061 "," 7,493 ", (568),48.2%
48475,UBLY,MI, 827 , 636 , (191),43.5%
48476,VERNON,MI, 59 , 76 , 17 ,56.3%
48480,GRAND BLANC,MI," 1,041 ", 403 , (638),27.9%
48501,FLINT,MI," 1,125 "," 1,138 ", 13 ,50.3%
48502,FLINT,MI, 917 , 868 , (49),48.6%
48503,FLINT,MI," 11,979 "," 10,508 "," (1,471)",46.7%
48504,FLINT,MI," 11,886 "," 10,357 "," (1,529)",46.6%
48505,FLINT,MI," 7,875 "," 6,160 "," (1,715)",43.9%
48505,GRAND RAPIDS,MI, 977 , 849 , (128),46.5%
48506,FLINT,MI," 11,325 "," 9,889 "," (1,436)",46.6%
48507,FLINT,MI," 16,088 "," 13,741 "," (2,347)",46.1%
48509,BURTON,MI," 4,064 "," 3,736 ", (328),47.9%
48519,BURTON,MI," 3,464 "," 3,737 ", 273 ,51.9%
48529,BURTON,MI," 4,854 "," 4,602 ", (252),48.7%
48529,FLINT,MI, 78 , 81 , 3 ,50.9%
48531,FLINT,MI, 672 , 252 , (420),27.3%
48532,FLINT,MI," 10,523 "," 8,253 "," (2,270)",44.0%
48601,SAGINAW,MI," 14,876 "," 13,352 "," (1,524)",47.3%
48602,SAGINAW,MI," 13,441 "," 11,716 "," (1,725)",46.6%
48603,SAGINAW,MI," 14,263 "," 12,003 "," (2,260)",45.7%
48604,SAGINAW,MI," 4,213 "," 3,617 ", (596),46.2%
48605,SAGINAW,MI, 759 , 653 , (106),46.2%
48606,SAGINAW,MI, 169 , 100 , (69),37.2%
48607,SAGINAW,MI, 859 , 940 , 81 ,52.3%
48608,SAGINAW,MI, 160 , 148 , (12),48.1%
48609,SAGINAW,MI," 3,538 "," 3,568 ", 30 ,50.2%
48610,ALGER,MI," 1,480 "," 1,481 ", 1 ,50.0%
48611,AUBURN,MI," 2,043 "," 1,999 ", (44),49.5%
48612,BEAVERTON,MI," 4,416 "," 4,029 ", (387),47.7%
48613,BENTLEY,MI, 90 , -   , (90),0.0%
48614,BRANT,MI, 116 , 79 , (37),40.5%
48615,BRECKENRIDGE,MI," 1,216 "," 1,076 ", (140),46.9%
48616,CHESANING,MI," 2,258 "," 2,208 ", (50),49.4%
48617,CLARE,MI," 4,276 "," 3,548 ", (728),45.3%
48618,COLEMAN,MI," 1,795 "," 1,690 ", (105),48.5%
48619,COMINS,MI, 125 , 49 , (76),28.2%
48621,FAIRVIEW,MI, 475 , 437 , (38),47.9%
48622,FARMINGTON,MI, 49 , 81 , 32 ,62.3%
48622,FARWELL,MI," 3,466 "," 2,805 ", (661),44.7%
48623,FREELAND,MI," 3,994 "," 4,083 ", 89 ,50.6%
48624,GLADWIN,MI," 8,236 "," 7,371 ", (865),47.2%
48625,HARRISON,MI," 7,419 "," 7,033 ", (386),48.7%
48626,HEMLOCK,MI," 1,687 "," 1,562 ", (125),48.1%
48627,HIGGINS LAKE,MI, 574 , 360 , (214),38.5%
48628,HOPE,MI, 749 , 661 , (88),46.9%
48629,HOUGHTON LAKE,MI," 4,922 "," 4,453 ", (469),47.5%
48630,HOUGHTON LAKE HEIGHTS,MI, 39 , 11 , (28),22.0%
48631,KAWKAWLIN,MI," 1,495 "," 1,345 ", (150),47.4%
48632,LAKE,MI," 2,827 "," 2,660 ", (167),48.5%
48633,LAKE GEORGE,MI, 138 , 79 , (59),36.4%
48634,LINWOOD,MI," 1,126 "," 1,082 ", (44),49.0%
48635,LUPTON,MI, 909 , 703 , (206),43.6%
48636,LUZERNE,MI, 364 , 274 , (90),42.9%
48636,MIO,MI, -   , 13 , 13 ,100.0%
48637,MERRILL,MI," 1,103 ", 922 , (181),45.5%
48638,SAGINAW,MI," 6,745 "," 5,323 "," (1,422)",44.1%
48640,MIDLAND,MI," 14,900 "," 13,070 "," (1,830)",46.7%
48641,MIDLAND,MI, 559 , 574 , 15 ,50.7%
48642,MIDLAND,MI," 14,551 "," 13,656 ", (895),48.4%
48647,MIO,MI," 2,777 "," 2,080 ", (697),42.8%
48649,OAKLEY,MI, 287 , 277 , (10),49.1%
48650,PINCONNING,MI," 2,540 "," 2,139 ", (401),45.7%
48651,PRUDENVILLE,MI," 3,325 "," 2,865 ", (460),46.3%
48652,RHODES,MI, 214 , 152 , (62),41.5%
48653,ROSCOMMON,MI," 5,846 "," 5,379 ", (467),47.9%
48654,ROSE CITY,MI," 1,235 "," 1,145 ", (90),48.1%
48655,SAINT CHARLES,MI," 1,983 "," 1,885 ", (98),48.7%
48656,SAINT HELEN,MI," 2,229 "," 2,162 ", (67),49.2%
48657,SANFORD,MI," 3,469 "," 3,089 ", (380),47.1%
48658,STANDISH,MI," 2,334 "," 2,160 ", (174),48.1%
48659,STERLING,MI, 932 , 839 , (93),47.4%
48661,WEST BRANCH,MI," 5,546 "," 5,220 ", (326),48.5%
48662,WHEELER,MI, 197 , 65 , (132),24.8%
48701,AKRON,MI, 363 , 391 , 28 ,51.9%
48701,BAY CITY,MI, 11 , -   , (11),0.0%
48703,AU GRES,MI," 2,215 "," 1,997 ", (218),47.4%
48705,BARTON CITY,MI, 48 , 69 , 21 ,59.0%
48706,BAY CITY,MI," 15,532 "," 14,234 "," (1,298)",47.8%
48707,BAY CITY,MI, 257 , 429 , 172 ,62.5%
48707,FLINT,MI, 18 , 19 , 1 ,51.4%
48708,BAY CITY,MI," 12,226 "," 10,547 "," (1,679)",46.3%
48720,BAY PORT,MI, 192 , 146 , (46),43.2%
48721,BLACK RIVER,MI, 128 , 92 , (36),41.8%
48722,BRIDGEPORT,MI," 1,074 "," 1,175 ", 101 ,52.2%
48723,CARO,MI," 5,563 "," 4,846 ", (717),46.6%
48724,CARROLLTON,MI, 65 , 22 , (43),25.3%
48725,CASEVILLE,MI," 1,848 "," 1,463 ", (385),44.2%
48726,CASS CITY,MI," 2,092 "," 2,047 ", (45),49.5%
48727,CLIFFORD,MI, 206 , 95 , (111),31.6%
48729,DEFORD,MI, 180 , 209 , 29 ,53.7%
48730,EAST TAWAS,MI," 3,186 "," 2,655 ", (531),45.5%
48731,ELKTON,MI, 400 , 357 , (43),47.2%
48732,ESSEXVILLE,MI," 4,736 "," 4,340 ", (396),47.8%
48733,FAIRGROVE,MI, 522 , 498 , (24),48.8%
48734,FRANKENMUTH,MI," 2,566 "," 2,501 ", (65),49.4%
48735,GAGETOWN,MI, 128 , 120 , (8),48.4%
48737,GLENNIE,MI, 699 , 662 , (37),48.6%
48738,GREENBUSH,MI," 1,032 ", 957 , (75),48.1%
48739,HALE,MI," 2,864 "," 2,470 ", (394),46.3%
48740,HARRISVILLE,MI," 1,277 "," 1,235 ", (42),49.2%
48741,DETROIT,MI, 15 , 20 , 5 ,57.1%
48741,KINGSTON,MI, 757 , 567 , (190),42.8%
48742,LINCOLN,MI, 705 , 769 , 64 ,52.2%
48744,MAYVILLE,MI," 1,709 "," 1,542 ", (167),47.4%
48745,MIKADO,MI, 283 , 226 , (57),44.4%
48746,MILLINGTON,MI," 2,524 "," 2,361 ", (163),48.3%
48747,MUNGER,MI, 69 , 85 , 16 ,55.2%
48748,NATIONAL CITY,MI," 1,020 ", 986 , (34),49.2%
48749,OMER,MI, 340 , 240 , (100),41.4%
48750,OSCODA,MI," 6,511 "," 5,277 "," (1,234)",44.8%
48754,OWENDALE,MI, 53 , -   , (53),0.0%
48755,PIGEON,MI," 1,542 "," 1,252 ", (290),44.8%
48755,SAND POINT,MI, 79 , 60 , (19),43.2%
48756,OSCODA,MI, 46 , 41 , (5),47.1%
48756,PRESCOTT,MI," 2,165 "," 2,210 ", 45 ,50.5%
48757,REESE,MI," 1,118 "," 1,002 ", (116),47.3%
48759,SEBEWAING,MI," 1,216 "," 1,081 ", (135),47.1%
48760,SILVERWOOD,MI, 219 , 215 , (4),49.5%
48761,SOUTH BRANCH,MI, 434 , 371 , (63),46.1%
48762,SPRUCE,MI, 479 , 458 , (21),48.9%
48763,ALABASTER,MI, 39 , 85 , 46 ,68.5%
48763,TAWAS CITY,MI," 2,522 "," 2,083 ", (439),45.2%
48764,TAWAS CITY,MI, 34 , 11 , (23),24.4%
48765,TURNER,MI, 26 , 65 , 39 ,71.4%
48766,TWINING,MI, 268 , 220 , (48),45.1%
48767,UNIONVILLE,MI, 486 , 421 , (65),46.4%
48768,VASSAR,MI," 3,213 "," 2,681 ", (532),45.5%
48770,SANDUSKY,OH, 14 , -   , (14),0.0%
48770,WHITTEMORE,MI, 683 , 678 , (5),49.8%
48801,ALMA,MI," 6,140 "," 5,050 "," (1,090)",45.1%
48804,MOUNT PLEASANT,MI, 615 , 809 , 194 ,56.8%
48804,MT PLEASANT,MI, 82 , 98 , 16 ,54.4%
48805,ALMA,MI, -   , 13 , 13 ,100.0%
48805,OKEMOS,MI, 38 , 125 , 87 ,76.7%
48806,ASHLEY,MI, 181 , 230 , 49 ,56.0%
48807,BANNISTER,MI, -   , 22 , 22 ,100.0%
48808,BATH,MI," 2,696 "," 2,465 ", (231),47.8%
48809,BELDING,MI," 4,714 "," 4,015 ", (699),46.0%
48811,CARSON CITY,MI," 1,263 "," 1,245 ", (18),49.6%
48813,CHARLOTTE,MI," 8,276 "," 7,551 ", (725),47.7%
48815,CLARKSVILLE,MI, 460 , 531 , 71 ,53.6%
48816,CHASSELL,MI, 12 , -   , (12),0.0%
48817,CORUNNA,MI," 2,615 "," 2,409 ", (206),47.9%
48818,CRYSTAL,MI," 1,349 "," 1,123 ", (226),45.4%
48819,DANSVILLE,MI, 637 , 571 , (66),47.3%
48820,DE WITT,MI, 374 , 452 , 78 ,54.7%
48820,DEWITT,MI," 6,334 "," 6,392 ", 58 ,50.2%
48821,DIMONDALE,MI," 2,071 "," 2,056 ", (15),49.8%
48822,EAGLE,MI, 731 , 971 , 240 ,57.1%
48823,EAST LANSING,MI," 25,966 "," 19,795 "," (6,171)",43.3%
48825,EAST LANSING,MI, -   , 45 , 45 ,100.0%
48826,EAST LANSING,MI, 207 , 534 , 327 ,72.1%
48827,EATON RAPIDS,MI," 5,668 "," 5,488 ", (180),49.2%
48829,EDMORE,MI," 1,596 "," 1,364 ", (232),46.1%
48831,ELSIE,MI," 1,011 ", 917 , (94),47.6%
48832,EAST LANSING,MI, 11 , 12 , 1 ,52.2%
48832,ELWELL,MI, 299 , 213 , (86),41.6%
48834,FENWICK,MI, 942 , 849 , (93),47.4%
48835,FOWLER,MI, 241 , 147 , (94),37.9%
48836,FOWLERVILLE,MI," 4,078 "," 4,249 ", 171 ,51.0%
48837,GRAND LEDGE,MI," 7,079 "," 6,795 ", (284),49.0%
48838,GREENVILLE,MI," 9,588 "," 8,556 "," (1,032)",47.2%
48840,HASLETT,MI," 6,309 "," 5,435 ", (874),46.3%
48841,HENDERSON,MI, 11 , 22 , 11 ,66.7%
48842,HOLT,MI," 9,473 "," 9,288 ", (185),49.5%
48843,HOWELL,MI," 17,459 "," 17,513 ", 54 ,50.1%
48844,HOWELL,MI, 674 , 829 , 155 ,55.2%
48845,HUBBARDSTON,MI, 47 , 133 , 86 ,73.9%
48846,IONIA,MI," 8,126 "," 7,113 "," (1,013)",46.7%
48847,ITHACA,MI," 2,459 "," 2,272 ", (187),48.0%
48848,LAINGSBURG,MI," 2,578 "," 2,480 ", (98),49.0%
48849,LAKE ODESSA,MI," 2,072 "," 1,897 ", (175),47.8%
48850,LAKEVIEW,MI," 1,829 "," 1,773 ", (56),49.2%
48851,IONIA,MI, 15 , 23 , 8 ,60.5%
48851,LYONS,MI, 744 , 552 , (192),42.6%
48853,MAPLE RAPIDS,MI, 61 , 23 , (38),27.4%
48854,MASON,MI," 7,736 "," 6,750 ", (986),46.6%
48855,HOWELL,MI," 4,944 "," 5,161 ", 217 ,51.1%
48856,MIDDLETON,MI, 117 , 28 , (89),19.3%
48857,MORRICE,MI, 688 , 674 , (14),49.5%
48858,MOUNT PLEASANT,MI," 19,703 "," 17,094 "," (2,609)",46.5%
48858,MT PLEASANT,MI," 1,247 "," 1,201 ", (46),49.1%
48860,MUIR,MI, 528 , 338 , (190),39.0%
48861,MULLIKEN,MI, 387 , 258 , (129),40.0%
48864,OKEMOS,MI," 10,201 "," 9,707 ", (494),48.8%
48865,ORLEANS,MI, 685 , 544 , (141),44.3%
48866,OVID,MI," 1,770 "," 1,478 ", (292),45.5%
48867,OWOSSO,MI," 12,711 "," 11,549 "," (1,162)",47.6%
48870,PALO,MI, 50 , 18 , (32),26.5%
